=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.08.15 20:10:54 =~=~=~=~=~=~=~=~=~=~=~=
2057,72451441,100049.32,25.55,-0.297,-0.154,0.066,-94.419,-94.752
2059,72511705,100052.55,25.55,-0.318,-0.426,0.207,-94.407,-94.748
2061,72572100,100049.51,25.56,-0.293,-0.169,-0.065,-94.404,-94.745
2063,72639057,100048.60,25.55,-0.309,-0.093,-0.053,-94.411,-94.745
2065,72702391,100053.33,25.55,-0.315,-0.491,0.015,-94.395,-94.740
2067,72762705,100049.05,25.56,-0.271,-0.132,0.189,-94.388,-94.735
2069,72822893,100053.61,25.56,-0.293,-0.515,0.367,-94.374,-94.732
2071,72883978,100053.82,25.57,-0.349,-0.533,-0.279,-94.383,-94.731
2073,72943389,100051.07,25.57,-0.344,-0.301,-0.734,-94.386,-94.730
2075,73003392,100052.13,25.57,-0.359,-0.391,-0.172,-94.381,-94.726
2077,73063705,100051.68,25.57,-0.350,-0.353,-0.079,-94.376,-94.724
2079,73123921,100052.73,25.58,-0.381,-0.441,-0.073,-94.378,-94.721
2081,73184959,100051.04,25.58,-0.408,-0.299,-0.524,-94.390,-94.722
2083,73247147,100053.30,25.57,-0.409,-0.490,-0.298,-94.389,-94.720
2085,73314511,100048.38,25.56,-0.358,-0.074,0.115,-94.388,-94.717
2087,73374905,100049.16,25.57,-0.340,-0.140,0.405,-94.379,-94.714
2089,73435082,100051.88,25.57,-0.328,-0.370,0.501,-94.363,-94.709
2091,73496149,100052.70,25.57,-0.353,-0.439,0.193,-94.365,-94.707
2093,73565565,100052.49,25.56,-0.354,-0.421,-0.236,-94.366,-94.706
2095,73625708,100052.26,25.56,-0.360,-0.402,-0.090,-94.365,-94.704
2097,73686075,100053.91,25.57,-0.400,-0.541,-0.212,-94.365,-94.703
2099,73746389,100054.58,25.57,-0.418,-0.597,-0.427,-94.365,-94.701
2101,73807197,100053.06,25.57,-0.417,-0.469,-0.284,-94.372,-94.700
2103,73876632,100053.08,25.56,-0.389,-0.471,0.072,-94.368,-94.699
2105,73936752,100049.62,25.57,-0.353,-0.178,0.307,-94.364,-94.695
